statement;score
Unia wtrąca się w nasze wewnętrzne sprawy i próbuje nam mówić, jak mamy żyć. To nasza sprawa, a nie ich.;0.8
Unia nie potrafi szybko reagować na różne problemy i jej decyzje często przychodzą za późno i nic nie dają.;0.8
Unia nie potrafi upilnować swoich granic i do Europy przyjeżdża wielu nielegalnych imigrantów, a my musimy się z tym borykać.;0.8
Pieniądze z Unii często idą na jakieś dziwne projekty i marnują się przez biurokrację i złe zarządzanie.;0.8
Wiele krajów już się przekonało, że bycie w Unii nie jest takie fajne, czego przykładem jest Brexit.;0.8
Koordynacja wojskowa tak, ale wspólna armia? To może oznaczać, że polscy żołnierze będą musieli walczyć w konfliktach, które nas nie dotyczą.;0.8
Jeśli Unia nie zmieni kursu i nie przestanie ingerować w sprawy suwerennych państw, Polexit będzie konieczny.;0.7
Unia wtrąca się w nasze prawo, sądy, media – to już nie jest partnerstwo, to dominacja.;0.7
UE ingeruje w nasze wewnętrzne sprawy i próbuje narzucać nam swoją ideologię.;0.7
Nasze prawo powinno być ważniejsze od unijnego. To my powinniśmy decydować o sobie.;0.7
UE to moloch biurokratyczny, który generuje tylko koszty.;0.7
Przepisy unijne często są sprzeczne z tym, co jest dla nas ważne i z naszymi polskimi tradycjami.;0.7
Unia nie potrafi pomóc Europie w konkurowaniu z innymi potęgami światowymi, jak Chiny czy Stany Zjednoczone.;0.7
Unia nie radzi sobie z problemem nielegalnej imigracji i my musimy ponosić tego konsekwencje.;0.7
Większa integracja? Może i brzmi pięknie, ale oznacza więcej biurokracji, więcej regulacji i mniej swobody dla Polski. Nie potrzebujemy rządu europejskiego – potrzebujemy Unii, która szanuje narodowe interesy.;0.7
Polska powinna stawiać na NATO, a nie eksperymenty z armią europejską. Historia pokazuje, że sojusze w Europie często zawodzą, a my nie możemy ryzykować naszego bezpieczeństwa.”;0.7
UE się zmieniła i nie jest już tą wspólnotą, do której wchodziliśmy w 2004 roku. Może warto przemyśleć jej rolę.;0.6
Unijne regulacje dotyczące środowiska są zbyt restrykcyjne i hamują nasz rozwój.;0.6
Jestem za współpracą, ale przeciwko dominacji UE nad suwerennymi państwami.;0.5
Unia powinna się skupić na gospodarce, a nie na narzucaniu politycznych ideologii.;0.5
Nie chodzi nawet o całkowite opuszczenie Unii, ale o wyraźne ograniczenie jej wpływów na nasze decyzje. Nie może być tak, że Bruksela decyduje za nas w sprawach rolnictwa, energetyki czy wymiaru sprawiedliwości.;0.5
Unia była dobrym pomysłem, ale dzisiaj to już biurokratyczny kolos, który za bardzo ingeruje w sprawy państw członkowskich. Nie mówię, że trzeba wychodzić od razu, ale trzeba mocno ograniczyć jej wpływy na nasze życie.;0.5
Niektóre fundusze unijne są potrzebne, ale za często są używane jako narzędzie nacisku politycznego.;0.4
Nie jestem zwolennikiem wyjścia z UE, ale zgadzam się, że niektóre unijne regulacje są dla nas niekorzystne;0.2
Unia może być korzystna, ale tylko jeśli będziemy walczyć o swoje, zamiast biernie się podporządkowywać.;0.2
Mam mieszane uczucia co do Unii. Z jednej strony są fundusze i ułatwienia gospodarcze, ale z drugiej mamy coraz więcej regulacji, które niekoniecznie są dla nas korzystne.;0.2
Unia ma swoje plusy, ale czasem przesadza z ingerencją w wewnętrzne sprawy państw. Powinniśmy negocjować lepsze warunki członkostwa i nie pozwalać na dyktowanie nam wszystkiego.;0.2
Nie jestem przeciwnikiem Unii, ale mam sporo wątpliwości. Polityka klimatyczna, regulacje dotyczące rolnictwa – to wszystko nie zawsze jest dla nas dobre. Polska powinna bardziej asertywnie podchodzić do Brukseli.;0.1
Nie jestem ani za, ani przeciw. Unia ma swoje wady i zalety. Polska powinna dążyć do silniejszej pozycji w Europie, ale niekoniecznie podporządkowywać się każdej decyzji Brukseli.;0
Unia jest dla nas kluczowa, ale nie możemy ślepo zgadzać się na wszystko. Trzeba mądrze bronić polskich interesów.;-0.2
Nie podoba mi się kierunek, w którym zmierza Unia, ale zamiast wychodzić, powinniśmy walczyć o jej reformę od środka i próbować ją nakierować na właściwy tor.;-0.3
Może i Bruksela przesadza z regulacjami, ale wolę to niż chaos i niepewność gospodarki poza Unią.;-0.4
Mam wątpliwości co do niektórych decyzji UE, np. w sprawie polityki energetycznej czy rolnictwa. Ale mimo to, członkostwo daje nam więcej korzyści niż strat.;-0.4
Nie podoba mi się biurokracja UE, ale prawda jest taka, że finansowo i gospodarczo na tym korzystamy.;-0.5
Nie musimy kochać Brukseli, ale opuszczenie UE to strzał w stopę – zwłaszcza ekonomicznie. Poza tym UE to nie tylko pieniądze – to też bezpieczeństwo, które w obecnych czasach jest kluczowe.;-0.5
ie podoba mi się nadmierna centralizacja UE i coraz większa rola Brukseli, ale mimo to wolę być w Unii niż poza nią. Polska musi umiejętnie walczyć o swoje interesy, a nie grozić wyjściem.;-0.5
Unia Europejska to nie tylko pieniądze i dotacje, ale też wartości: demokracja, prawa człowieka, wolność. Może czasami decyzje Brukseli są niewygodne, ale lepiej być częścią tego systemu i go reformować od środka, niż z niego wychodzić.;-0.6
Nie jestem ślepym zwolennikiem UE, ale rozsądek podpowiada, że nie ma lepszej opcji dla Polski.;-0.6
W Unii możemy normalnie rozmawiać z innymi krajami i razem szukać rozwiązań różnych problemów.;-0.6
Nie jestem pewien, czy wspólna armia to najlepszy pomysł, ale trzeba przyznać, że większa koordynacja militarna w UE mogłaby poprawić nasze bezpieczeństwo.;-0.6
Standardy unijne poprawiają jakość naszego życia, od ochrony środowiska po prawa konsumentów.;-0.7
UE to nie tylko pieniądze, ale też wspólne wartości i zasady, które są ważne dla naszej demokracji.;-0.7
Dzięki UE mamy łatwiejszą wymianę naukową i kulturalną.;-0.7
Nie podoba mi się wszystko, co robi UE, ale mimo to bilans korzyści jest ogromny. Czasem są decyzje, które wydają się niesprawiedliwe, ale gdyby nie członkostwo, Polska nie rozwijałaby się tak dynamicznie.;-0.7
Nie można zapominać, że UE to przede wszystkim wspólny rynek i swobodny przepływ towarów. Polska jako kraj eksportowy bardzo na tym zyskuje. Można krytykować Brukselę, ale alternatywa – izolacja – jest dużo gorsza. Trzeba działać na rzecz reform, a nie rezygnować z członkostwa.;-0.7
Nie jestem wielkim fanem Unii, ale nie oszukujmy się – Polska potrzebuje tej współpracy.;-0.7
Młodzi ludzie z Polski mogą sobie pojechać na studia, do pracy czy po prostu zwiedzać inne kraje Unii bez żadnych problemów, a to jest super szansa.;-0.7
Unia daje nam siłę negocjacyjną wobec Chin, USA czy Rosji. Polska sama niewiele by znaczyła w globalnej polityce.;-0.8
UE nie jest idealna, ale alternatywa – samotność lub zwrot na Wschód – jest znacznie gorsza.;-0.8
Dzięki UE młodzi Polacy mają możliwość studiowania, pracy i podróżowania po całej Europie. To bezcenne.;-0.8
UE to gwarancja wolności i demokracji dla jej obywateli.;-0.8
UE to szansa na budowanie bardziej innowacyjnej i konkurencyjnej gospodarki.;-0.8
Europa przez wieki była targana konfliktami. Unia Europejska, mimo wszystkich problemów, to najlepszy model współpracy międzynarodowej, jaki kiedykolwiek stworzyliśmy.;-0.8
Brexit pokazał, że opuszczenie UE nie jest takie proste i lepsze - Wielka Brytania wcale na tym nie skorzystała.;-0.8
W Unii jest taki wspólny rynek, że nasze firmy mogą sprzedawać swoje rzeczy w całej Europie bez problemów, a to im się bardzo opłaca.;-0.8
Bycie w Unii to znaczy, że Polska jest ważnym krajem w Europie i wszyscy się z nami liczą.;-0.8
Unia chce, żeby Europa była czysta i zdrowa, dlatego wprowadza różne przepisy dotyczące ochrony środowiska.;-0.8
Europa potrzebuje własnej armii. NATO jest ważne, ale nie możemy polegać tylko na USA. Własne siły zbrojne zwiększą nasze bezpieczeństwo, szczególnie wobec zagrożenia ze strony Rosji.;-0.8
Stworzenie europejskiej armii pozwoliłoby na bardziej efektywne działania wojskowe i uniezależnienie się od kaprysów politycznych Waszyngtonu. Europa musi mieć własne zdolności obronne.;-0.8
Dzięki UE rolnicy dostają dopłaty, polskie firmy rozwijają się, a młodzi mają większe możliwości. Po co to niszczyć?;-0.9
Członkostwo w UE to dla Polski ogromna szansa na rozwój gospodarczy i modernizację kraju.;-0.9
Silna Polska w silnej Europie to większe bezpieczeństwo i stabilność dla naszego regionu.;-0.9
Razem z Unią Europejską jesteśmy silniejsi gospodarczo i międzynarodowo - jesteśmy w takim położeniu geopolitycznym że groźnym byłoby zostanie samemu.;-0.9
Polska powinna dążyć do jeszcze większej integracji z Unią Europejską, bo to gwarantuje nam stabilność, bezpieczeństwo i rozwój. W dzisiejszych czasach trudno znaleźć lepsze rozwiązanie niż ścisła współpraca z sąsiadami.;-0.9
Bycie w Unii Europejskiej to dla Polski super sprawa, bo dostajemy dużo kasy na różne inwestycje i nasz kraj się dzięki temu rozwija.;-0.9
Dzięki Unii Polska ma szansę współdecydować o przyszłości Europy i mieć na nią wpływ.;-0.9
Wspólna polityka zagraniczna, obronna i gospodarcza dałaby Europie realny wpływ na światową politykę. Dziś każdy kraj działa osobno, co osłabia naszą pozycję. Federalizacja to sposób na silniejszą Europę.;-0.9
Unia Europejska to gwarancja pokoju i stabilności. Bez niej Polska byłaby samotną wyspą wśród potężnych sąsiadów.;-1
Dzięki UE mamy swobodę podróżowania, pracy i nauki w całej Europie. Wyjście byłoby katastrofą dla młodego pokolenia.;-1
Setki miliardów złotych z unijnych funduszy rozwinęły Polskę. Autostrady, miasta, firmy – to wszystko w dużej mierze zasługa UE.;-1
Bez Unii bylibyśmy skazani na łaskę Rosji. A tak mamy wpływ na Europę i możemy walczyć o swoje interesy.;-1
Unia to wartości – demokracja, prawa człowieka, wspólna odpowiedzialność za planetę. Nie chcę, żeby Polska cofała się do czasów izolacji.;-1
Najlepiej byłoby gdybyśmy dążyli do federalizacji Unii Europejskiej i stworzenia superpaństwa.;-1
Silna, federalna Unia Europejska to przyszłość. Jeśli mamy konkurować z Chinami, USA czy Rosją, musimy działać jako jedno, z silnym rządem centralnym.;-1
