statement;score
Kara śmierci to narzędzie ostateczne, które powinno być stosowane jedynie w najcięższych przypadkach.;0
Kara śmierci powinna być stosowana tylko w przypadku niepodważalnych dowodów winy.;-0.2
Nie popieram kary śmierci, ale uważam, że są sytuacje, w których można ją rozważyć.;-0.2
Nie popieram kary śmierci, ale są sytuacje, w których trudno ją całkowicie odrzucić.;-0.4
Najcięższe zbrodnie wymagają najcięższych kar, ale niekoniecznie kary śmierci.;-0.5
Nie jestem za karą śmierci, ale uważam, że więzienie dożywotnie to dobre rozwiązanie.;-0.6
Nie jestem za karą śmierci, ale wierzę, że powinna istnieć możliwość dożywotniego więzienia bez zwolnienia warunkowego.;-0.6
Nie ma dowodów na to, że kara śmierci pomaga ofiarom przestępstw lub ich rodzinom.;-0.6
Więźniowie mogą być przydatni dla państwa jako tani robotnicy i tania siła robocza, powinni na siebie zarabiać zamiast umierać.;-0.6
Nie ma dowodów na to, że kara śmierci działa odstraszająco na przestępców.;-0.7
Kara śmierci to zbyt łatwe wyjście dla przestępcy, lepsze jest dożywotnie więzienie.;-0.7
Kara śmierci to metoda, która budzi więcej kontrowersji niż rozwiązuje problemów.;-0.7
Nie popieram kary śmierci, ale uważam, że dożywotnie więzienie jest dobrą alternatywą.;-0.7
Nie ma dowodów na to, że kara śmierci redukuje przestępczość.;-0.7
Zdarza się że sądy popełniają błędy, a co w przypadku kary śmierci? Wyroku już się nie odwoła.;-0.7
Kara śmierci jest zbyt mocna, może powinno się wysyłać przestępców do ciężkiej pracy aby zarobili na swój pobyt w więzieniu?;-0.7
Resocjalizacja jest lepszym rozwiązaniem niż odbieranie komuś życia.;-0.8
System sądowniczy popełnia błędy, a kara śmierci jest nieodwracalna.;-0.8
Kara śmierci nie rozwiązuje problemu przemocy w społeczeństwie.;-0.8
Nie popieram kary śmierci bo osądy bywają wydawane niekiedy zbyt pochopnie.;-0.8
Nie zgadzam się z wprowadzaniem karą śmierci bo jest to niehumanitarne i nieludzkie, a każdy zasługuje na życie.;-0.8
Każdy człowiek zasługuje na drugą szansę, nawet jeśli popełnił straszne przestępstwo.;-0.9
Nie wierzę, że kara śmierci rozwiązuje problem przestępczości.;-0.9
Kara śmierci to nieludzki sposób na karanie za zbrodnie.;-0.9
Zamiast kary śmierci należy inwestować w programy zapobiegające przestępczości.;-0.9
Kara śmierci to zemsta, a nie sprawiedliwość.;-0.9
Nie zgadzam się z karą śmierci, ponieważ każdy człowiek ma szansę na poprawę.;-0.9
Nie zgadzam się z karą śmierci, ponieważ każdy człowiek zasługuje na sprawiedliwy proces i możliwość rehabilitacji.;-0.9
Kara śmierci to przeszłość, nie powinniśmy wracać do takich rozwiązń.;-0.9
Nie ma usprawiedliwienia dla odbierania życia w imię prawa.;-1
Nie można karać śmiercią, bo to czyni nas takich samych jak przestępców.;-1
Kara śmierci jest niehumanitarna i powinna być całkowicie zakazana.;-1
Zabijanie w imię sprawiedliwości nigdy nie będzie moralnie akceptowalne.;-1
Odebranie komuś życia nigdy nie będzie rozwiązaniem problemów społecznych.;-1
Życie ludzkie jest święte, nawet jeśli ktoś popełnił przestępstwo.;-1
Kara śmierci to barbarzyński relikt przeszłości, który nie ma miejsca w nowoczesnym społeczeństwie.;-1
Kara śmierci nie ma prawa istnieć w nowoczesnym społeczeństwie.;-1
