statement;score
Odbycie szkolenia wojskowego pozwoli młodym ludziom nabyć zdolności z zakresu survivalu i przetrwania.;0.4
Obowiązkowa służba wojskowa nie musi oznaczać tylko karabinu. Może obejmować także pomoc w czasie klęsk żywiołowych, medycynę czy cyberbezpieczeństwo.;0.5
Szkolenia wojskowe nie są złe, ale sprawiedliwie będzie jeśli i mężczyźni i kobiety wezmą w nich udział.;0.5
Nie chodzi tylko o obronę kraju. Służba wojskowa daje umiejętności przydatne w życiu – przetrwanie w trudnych warunkach, zarządzanie stresem, pierwszą pomoc.;0.6
Wojsko mogłoby być dobrą alternatywą dla młodych, którzy nie wiedzą, co zrobić ze swoim życiem. Być może tam odnaleźli by siebie i swoje powołanie.;0.6
Obowiązkowa służba kształtuje charakter, uczy dyscypliny i odpowiedzialności. To przyda się w życiu każdemu.;0.6
Służba wojskowa nie musi być tylko dla mężczyzn, kobiety też mogą brać w tym udział na zasadach dobrowolności lub częściowego obowiązku.;0.6
Obowiązkowa służba wojskowa powinna być zróżnicowana i dopasowana do możliwości jednostek.;0.7
Wszystkie kraje powinny mieć system obowiązkowej służby wojskowej, by utrzymać równowagę sił w regionie.;0.7
Obowiązkowa służba wojskowa to dobry sposób na kształtowanie przyszłych liderów.;0.7
Wprowadzenie obowiązkowej służby wojskowej wzmacnia poczucie solidarności narodowej.;0.7
W dzisiejszym świecie bezpieczeństwo nie jest dane na zawsze. Konflikt na Ukrainie pokazał, jak szybko kraj może stać się celem agresora.;0.7
Jeśli nie obowiązkowa służba, to przynajmniej obowiązkowe szkolenie wojskowe. Ludzie powinni wiedzieć, jak się bronić.;0.7
Bezpieczeństwo kraju jest ważniejsze niż indywidualne plany młodych ludzi. To poświęcenie jest konieczne.;0.7
Służba wojskowa to może być też szansa dla młodych, którzy nie mają pomysłu na życie, żeby zdobyć nowe umiejętności.;0.7
Obowiązkowe przeszkolenie wojskowe to zwiększenie odporności państwa na różnego rodzaju zagrożenia.;0.7
Każdy obywatel powinien wziąć odpowiedzialność za obronność swojego kraju, a służba wojskowa to najlepsza forma tego zaangażowania.;0.8
Obowiązkowa służba wojskowa to jeden ze sposobów, by utrzymać armię na wysokim poziomie.;0.8
Obowiązkowa służba wojskowa jest naturalnym elementem przygotowań do obrony kraju.;0.8
Każdy mężczyzna powinien przejść obowiązkową służbę wojskową, aby mieć doświadczenie w obronie swojego kraju.;0.8
Służba wojskowa uczy dyscypliny, odpowiedzialności i pracy zespołowej. Wielu młodym ludziom służba wojskowa pomoże dorosnąć i nauczyć się samodzielności.;0.8
Kiedyś wszyscy mężczyźni przechodzili wojsko i nie było narzekania. Teraz młodzi są za wygodni, a służba wojskowa nauczyłaby ich szacunku do kraju i obowiązku.;0.8
Młodzież powinna odbywać obowiązkową służbę wojskową, by stać się bardziej odpowiedzialna i samodzielna.;0.9
Obowiązkowa służba wojskowa zapewnia, że naród będzie gotowy do obrony w razie potrzeby.;0.9
Każdy obywatel powinien mieć obowiązek obrony ojczyzny, co zapewni silną i zgraną armię.;0.9
Służba wojskowa powinna być obowiązkowa, ponieważ kształtuje charakter i uczy szacunku do innych.;0.9
Nie można liczyć tylko na NATO czy USA. Historia pokazała, że sojusznicy nie zawsze pomagają, a jeśli chcemy pokoju, musimy być gotowi na wojnę, a obowiązkowe przeszkolenie w tym pomoże.;0.9
Bez silnej armii Polska nie przetrwa. Każdy powinien umieć bronić kraju, a obowiązkowa służba wojskowa to jedyny sposób, żebyśmy mieli odpowiednią liczbę wyszkolonych ludzi na wypadek wojny.;0.9
W dzisiejszym niepewnym świecie lepiej być przygotowanym na najgorsze. Obowiązkowe wojsko to przygotowanie.;0.9
Obowiązkowa służba wojskowa buduje poczucie jedności i patriotyzmu w społeczeństwie.;1
Wszystkie osoby w wieku poborowym powinny przejść obowiązkową służbę wojskową, by być gotowe na obronę kraju.;1
Każdy obywatel powinien odbyć obowiązkową służbę wojskową, to wzmacnia siłę i jedność naszego państwa.;1
Służba wojskowa to świetna okazja, by młode osoby nabyły umiejętności przywódcze i odpowiedzialność.;1
Każdy młody człowiek powinien odbywać obowiązkową służbę wojskową, to podstawowy obowiązek obywatelski.;1
