statement;score
In vitro jest sprzeczne z moimi wartościami – dzieci nie powinny przychodzić na świat w laboratoriach.;-0.7
In vitro to coś, czego nie popieram. Życie ludzkie nie powinno być manipulowane w taki sposób. Istnieją inne metody leczenia niepłodności, takie jak adopcja, które są bardziej etyczne.;-0.7
In vitro to niemoralna metoda – manipulowanie życiem ludzkim w taki sposób jest nieakceptowalne.;-0.7
In vitro budzi kontrowersje i nie sądzę aby zwiększanie dostępności tego zabiegu było w porządku.;-0.7
Nie znamy długofalowych skutków in vitro, dlatego nie popieram takiego inwazyjnego rozwiązania.;-0.7
Uważam, że in vitro to nie tylko ingerencja w proces poczęcia, ale również kwestia moralna. Warto rozważyć inne opcje, zanim zdecydujemy się na tę metodę.;-0.6
In vitro nie powinno być refundowane z budżetu państwa.;-0.3
In vitro to zbyt duża ingerencja w życie, a wiele dzieci czeka na rodziny w domach dziecka – lepiej skupić się na adopcji.;-0.3
Choć in vitro daje szansę na dzieci, nie jestem pewien, czy to moralnie właściwe – dzieci w domach dziecka czekają na rodziny.;-0.3
Choć in vitro daje parom szansę na dzieci, nie mogę się zgodzić z metodą, która wiąże się z manipulacją życiem ludzkim. Nie powinniśmy tego promować.;-0.3
In vitro to temat o którym powinniśmy rozmawiać, ale promowanie tego rozwiązania jest złe. W pewnych przypadkach okej, ale bez przesady.;-0.2
In vitro to zbyt duża ingerencja w naturę – nie jestem przekonany, że to właściwa droga.;-0.1
In vitro jest zbyt skomplikowaną metodą, by traktować ją jako normalne rozwiązanie. Moim zdaniem powinniśmy rozważyć inne alternatywy przed jej zastosowaniem.;-0.1
In vitro to technologia, która może być kontrowersyjna – nie wiem, czy to dobre rozwiązanie w dłuższej perspektywie.;0
In vitro to droga, którą można rozważyć, ale jestem przeciwny traktowaniu tej metody jako czegoś normalnego. To może prowadzić do moralnych dylematów.;0
In vitro budzi pewne kontrowersje, zwłaszcza w kontekście zarodków, których się nie wykorzystuje – to problem etyczny.;0.1
In vitro to technologia, która daje szansę, ale nie jestem pewien, czy powinniśmy je tak szeroko popierać.;0.1
In vitro daje możliwość posiadania dzieci, ale nie powinniśmy zapominać, że to ingerencja w naturalny proces. Trzeba być ostrożnym, żeby nie stało się to normą.;0.1
Chociaż in vitro jest skuteczne w wielu przypadkach, trzeba też uważać, by nie traktować tego jako pierwszego wyboru, zamiast naturalnych metod.;0.1
In vitro to skomplikowana metoda, którą warto stosować tylko w przypadku naprawdę trudnych problemów zdrowotnych.;0.2
In vitro może być dobrym rozwiązaniem, ale wiąże się z wieloma kontrowersjami, które trzeba rozwiązać.;0.2
In vitro daje szansę na rodzicielstwo, ale nie jestem przekonany, czy powinniśmy to szeroko popierać. Zbyt często jest traktowane jako standardowa metoda leczenia niepłodności.;0.2
Choć in vitro może być pomocne, nie powinniśmy stosować tej metody na masową skalę. Powinna być to opcja tylko w przypadku, gdy inne rozwiązania zawiodły.;0.3
In vitro to metoda, która daje możliwość posiadania dzieci, ale nie powinna być traktowana jako pierwszy wybór.;0.3
Zgadzam się, że in vitro daje szansę, ale powinniśmy skupić się najpierw na naturalnych metodach leczenia niepłodności, zanim przejdziemy do bardziej inwazyjnych opcji.;0.3
In vitro może pomóc parom, które nie mogą mieć dzieci, ale moim zdaniem nie powinno być traktowane jako szybkie rozwiązanie. Warto rozważyć inne opcje.;0.3
In vitro powinno być refundowane z budżetu państwa.;0.4
Jestem otwarty na in vitro, ale tylko jeśli jest to naprawdę konieczne – trzeba rozważyć inne opcje.;0.4
In vitro to metoda, która daje możliwość posiadania dzieci, ale nie powinna być rozwiązaniem pierwszego wyboru. Warto zastanowić się nad innymi opcjami, zanim zdecydujemy się na tę metodę.;0.4
Zgadzam się, że in vitro daje szansę na dziecko, ale trzeba być ostrożnym w jego stosowaniu, by nie stało się normą.;0.4
In vitro to szansa dla wielu, ale nie powinna to być metoda łatwo dostępna dla każdego, bez wcześniejszych prób naturalnych.;0.4
Choć in vitro daje szansę na dziecko, należy pamiętać, że nie jest to proces wolny od kontrowersji, szczególnie w kwestiach etycznych dotyczących zarodków.;0.4
In vitro to dobra metoda, ale powinna być używana z umiarem i odpowiedzialnością.;0.4
Zgadzam się, że in vitro to możliwość, która daje parom szansę na dziecko. Trzeba jednak podejść do tego z odpowiedzialnością i ostrożnością.;0.5
In vitro to rozwiązanie, ale wymaga odpowiednich regulacji i kontroli, by nie stało się standardem.;0.5
In vitro to metoda, którą należy stosować z odpowiedzialnością – nie powinna to być łatwa opcja.;0.5
In vitro to metoda, która daje parom szansę na dzieci, ale trzeba być ostrożnym. Zgadzam się, że powinna być dostępna, ale tylko wtedy, gdy inne opcje zawiodły.;0.5
In vitro daje możliwość posiadania dzieci tym, którzy nie mają innych opcji. Moim zdaniem warto to wspierać, ale trzeba to robić w sposób odpowiedzialny.;0.6
Powinniśmy wspierać dostępność in vitro dla par z problemami niepłodności, bo daje im realną szansę na dziecko.;0.7
In vitro to metoda, którą warto rozwijać, aby dać parom możliwość rodzicielstwa, nawet jeśli natura nie sprzyja.;0.7
Popieram in vitro tylko w przypadku dla par heteroseksualnych.;0.8
In vitro to szansa, którą powinniśmy udostępnić wszystkim parom z problemami z poczęciem.;0.8
In vitro to jedyna szansa dla wielu par, które zmagają się z problemami niepłodności. Powinniśmy w pełni wspierać tę metodę, aby ludzie mieli szansę na rodzinę.;0.8
Choć in vitro jest kosztowne, to daje ogromną szansę na spełnienie marzenia o dziecku. Dzięki tej metodzie wiele osób ma szansę na rodzinę.;0.8
In vitro daje możliwość zostania rodzicem, gdy natura zawodzi – to naprawdę wspaniała technologia.;0.8
Dzięki in vitro osoby, które nie mogą mieć dzieci w sposób naturalny, mają szansę na spełnienie marzenia o rodzinie.;0.9
In vitro to ratunek dla par, które nie mogą mieć dzieci w naturalny sposób. Uważam, że państwo powinno w pełni wspierać taką pomoc – to inwestycja w przyszłość społeczeństwa.;0.9
Wiele par marzy o dzieciach, a in vitro daje im tę szansę. To dobra metoda, która może pomóc, szczególnie, gdy inne próby nie przyniosły rezultatu.;0.9
In vitro to ratunek dla par, które nie mogą mieć dzieci w sposób naturalny – powinniśmy to w pełni wspierać.;1
In vitro daje parom szansę na rodzinę, gdy inne metody zawiodły – to coś, co warto wspierać.;1
In vitro to metoda, która pozwala spełnić marzenia o rodzicielstwie – państwo powinno je finansować.;1
In vitro to prawdziwa szansa dla par, które nie mogą mieć dzieci w naturalny sposób. To leczenie niepłodności, które może dać ludziom spełnienie marzeń o rodzicielstwie, a państwo powinno to wspierać.;1
Jestem za in vitro, ponieważ daje parom, które nie mogą mieć dzieci w sposób naturalny, szansę na założenie rodziny. Dzięki temu, wiele osób spełnia marzenie o rodzicielstwie.;1
Uważam, że in vitro powinno być dostępne dla wszystkich, którzy tego potrzebują. To metoda, która daje realną szansę na posiadanie dzieci, nawet gdy inne metody zawiodły.;1
Popieram in vitro.;1
