statement;score
Jeśli kogoś nie stać na dziecko, może je oddać do adopcji, zamiast je zabijać. Na świecie są miliony rodzin, które nie mogą mieć dzieci i chętnie przygarnęłyby każde niemowlę.;-0.8
Jeśli nie chcesz dziecka, oddaj je do adopcji – są ludzie, którzy marzą o dzieciach.;-0.8
Nie możemy decydować, kto zasługuje na życie, a kto nie – każde dziecko, nawet nienarodzone, ma prawo do istnienia.;-0.8
Trzeba chronić tych, którzy są najsłabsi i nie potrafią o siebie zadbać, a takie są nienarodzone dzieci.;-0.8
Życie zaczyna się w momencie, gdy dojdzie do zapłodnienia. To wtedy powstaje nowe życie.;-0.8
Kobieta może nie chcieć dziecka, ale dziecko też nie prosiło się na świat. Jeśli już zaszło się w ciążę, to trzeba wziąć za to odpowiedzialność, a nie szukać najłatwiejszego wyjścia.;-0.8
Nie rozumiem, jak można świadomie usuwać ciążę, kiedy to już bije serce, kiedy to już jest mały człowiek. Przecież to nie jest jakiś tam zlepek komórek, tylko życie.;-0.8
Aborcja to tylko ułatwienie dla ludzi, którzy nie chcą ponosić konsekwencji swoich czynów. Zamiast myśleć wcześniej, to chcą zrobić aborcję i mieć problem z głowy.;-0.8
Każde dziecko zasługuje na szansę, żeby się urodzić i żyć.;-0.8
Każde życie jest święte od poczęcia. Aborcja to morderstwo niewinnego dziecka.;-0.7
Nie powinniśmy decydować o życiu i śmierci nienarodzonych dzieci – skoro już zostały poczęte, powinny mieć prawo do narodzin.;-0.7
Aborcja jest nieakceptowalna, ale powinna być dozwolona w przypadku, gdy zagraża życiu matki.;-0.7
Aborcja nie powinna być dostępna w przypadku, gdy ciąża nie zagraża życiu matki.;-0.7
Aborcja nie powinna być stosowana, jeśli ciąża jest wynikiem dobrowolnego zaniedbania.;-0.7
Aborcja powinna być dopuszczona, ale tylko w szczególnych przypadkach, takich jak zagrożenie zdrowiu matki.;-0.7
Aborcja powinna być dostępna jedynie w bardzo ograniczonych przypadkach, takich jak zagrożenie zdrowia matki.;-0.7
Aborcja powinna być dostępna, ale tylko w przypadku poważnych problemów zdrowotnych matki lub płodu.;-0.7
"To trochę smutne, że dla niektórych aborcja to po prostu opcja, jak każda inna. Mówimy o życiu, a nie o czymś, co można tak po prostu ""usunąć"".";-0.7
Aborcja nie powinna być metodą antykoncepcji.;-0.7
Dziecko w łonie matki nie jest jej własnością – to osobna istota.;-0.7
Jest tyle osób, które nie mogą mieć dzieci, a chcą. Zamiast zabijać, można oddać dziecko do adopcji i dać mu szansę na życie.;-0.7
Zawsze jest inne wyjście niż aborcja. Są adopcje, pomoc społeczna.;-0.6
Nie wierzę, że aborcja to właściwe rozwiązanie, ponieważ każde dziecko zasługuje na szansę, a zamiast przerywać ciążę, można rozważyć adopcję.;-0.6
Aborcja powinna być dostępna tylko w przypadku, gdy ciąża jest wynikiem przestępstwa lub przemocy;-0.6
Aborcja powinna być dostępna wyłącznie w przypadku gwałtu lub kazirodztwa.;-0.6
Aborcja powinna być dostępna, ale tylko w przypadku poważnych problemów zdrowotnych związanych z ciążą.;-0.6
Aborcja powinna być dozwolona tylko w przypadku nieodwracalnego uszkodzenia płodu.;-0.6
Aborcja to ostateczność, którą należy rozważyć tylko w przypadku trudnych warunków życiowych matki.;-0.6
Kobieta ma prawo do swojego ciała, ale ciąża to też życie dziecka.;-0.6
Nawet w trudnych warunkach warto dać dziecku szansę na życie.;-0.6
Nie rozumiem, jak można mówić o prawie do wyboru, kiedy to prawo oznacza odebranie życia niewinnemu dziecku.;-0.6
Nie można udawać, że życie nienarodzonych dzieci nie ma znaczenia. Ono ma ogromne znaczenie.;-0.6
Aborcja to zawsze jakieś cierpienie, nawet jeśli ktoś uważa, że to konieczne.;-0.6
Powinniśmy tworzyć społeczeństwo, które wspiera życie, a nie je odbiera.;-0.6
Aborcja to zabijanie życia, ale jeśli matka jest w niebezpieczeństwie, to można ją rozważyć.;-0.5
Aborcja to zabicie życia, które mogłoby się narodzić, ale jeśli kobieta jest w skrajnie trudnej sytuacji, powinna mieć możliwość podjęcia tej decyzji.;-0.5
Jeśli społeczeństwo akceptuje zabijanie dzieci w łonie matki, to zmierzamy w tragicznym kierunku jako ludzkość;-0.5
Aborcja to nie rozwiązanie problemów, to ich eskalacja – zamiast zabijać dzieci, powinniśmy wspierać matki.;-0.5
Nie zgadzam się na aborcję na życzenie, ale w przypadku gwałtu czy zagrożenia życia może być dopuszczalna.;-0.4
Każde życie jest wartościowe, ale jeśli kontynuacja ciąży stanowi poważne zagrożenie dla zdrowia kobiety, to powinno być jej prawo do podjęcia tej trudnej decyzji.;-0.4
Nie mówię, że aborcja to zło absolutne, ale jednak to koniec jakiegoś życia. Powinniśmy szukać innych rozwiązań.;-0.4
Aborcja nie jest dobrym rozwiązaniem, ale w pewnych sytuacjach może być konieczna.;-0.4
Aborcja powinna być dostępna wyłącznie w przypadkach medycznych, takich jak choroby genetyczne płodu.;-0.4
Aborcja powinna być legalna tylko wtedy, gdy nie ma innych rozwiązań, takich jak adopcja.;-0.4
Każde życie jest cenne i powinniśmy robić wszystko, żeby kobiety nie czuły potrzeby przerywania ciąży.;-0.4
Można mówić o prawach kobiet, ale co z ojcem dziecka? Czy on nie powinien mieć nic do powiedzenia?;-0.4
Aborcja powinna być ostatecznością, gdy nie ma innego wyjścia.;-0.3
Nie wierzę, że aborcja to prawo człowieka, ale w wyjątkowych przypadkach, takich jak gwałt lub poważna choroba płodu, może być konieczna.;-0.3
Myślę, że jeśli ktoś zaszedł w ciążę, to powinien spróbować wziąć odpowiedzialność. Ale nie chcę nikogo oceniać.;-0.3
Nie zgadzam się na aborcję na życzenie, ale w przypadkach zagrożenia życia matki lub gwałtu powinna być możliwa.;-0.3
Może nie trzeba całkowicie zakazywać aborcji, ale powinny być jakieś zasady. Na przykład, do określonego tygodnia, a potem tylko w wyjątkowych przypadkach.;-0.3
Uważam, że aborcja jest moralnie wątpliwa, ale w niektórych sytuacjach konieczna.;-0.2
Aborcja nie jest dobrą rzeczą, ale są sytuacje, w których kobieta może nie mieć innego wyjścia, na przykład jeśli ciąża zagraża jej życiu.;-0.2
Nie czuję się dobrze z myślą o aborcji, ale rozumiem, że czasem ludzie nie widzą innego wyjścia. Chciałbym, żeby było mniej takich sytuacji.;-0.2
Aborcja to trudna decyzja, ale w większości przypadków można jej uniknąć dzięki edukacji i lepszemu dostępowi do antykoncepcji.;-0.2
Nie jestem zwolennikiem aborcji, ale nie mam prawa decydować za inne kobiety.;-0.1
Nie popieram aborcji jako rozwiązania problemów życiowych, ale jednocześnie nie uważam, że to ja powinienem decydować za kobietę, która znalazła się w trudnej sytuacji.;-0.1
Wierzę, że życie zaczyna się od poczęcia, ale jednocześnie nie uważam, że powinno się karać kobiety za aborcję.;-0.1
To skomplikowana kwestia. Powinno się brać pod uwagę prawa kobiet i prawa nienarodzonego dziecka.;0
Aborcja to temat pełen moralnych i etycznych dylematów – z jednej strony jest to kwestia praw kobiet, a z drugiej strony trzeba zastanowić się, od którego momentu płód staje się istotą ludzką zasługującą na ochronę.;0
Zamiast kłócić się o aborcję, powinniśmy skupić się na zapobieganiu niechcianym ciążom.;0
Nie jestem za aborcją jako metodą antykoncepcji, ale w wyjątkowych przypadkach powinna być legalna.;0.1
Aborcja to trudny temat, ale powinno się ją dopuścić przynajmniej w sytuacjach ekstremalnych, takich jak gwałt, kazirodztwo czy poważne wady płodu.;0.1
Jestem za ograniczoną możliwością aborcji, ale tylko w wyjątkowych sytuacjach, jak gwałt, kazirodztwo czy zagrożenie życia matki.;0.1
Aborcja to trudna decyzja, której żadna kobieta nie podejmuje lekko.;0.1
Nie ma idealnego rozwiązania – zarówno ochrona życia, jak i prawa kobiet są ważne.;0.1
Uważam, że aborcja powinna być dostępna, ale z obowiązkową konsultacją psychologiczną.;0.2
Każdy powinien decydować o sobie, a nie o innych. Jak ktoś nie chce aborcji, to niech jej nie robi.;0.2
Aborcja to nie jest dobry wybór, ale czasem jest to jedyny wybór.;0.2
Najważniejsze jest, żeby kobieta miała wybór. Ale zanim podejmie decyzję, powinna mieć dostęp do pełnej informacji i wsparcia.;0.2
Nie jestem zwolennikiem aborcji, ale nie możemy zmuszać kobiet do rodzenia niechcianych dzieci.;0.2
Nie jestem fanką aborcji, ale lepiej, żeby była legalna i bezpieczna niż zakazana.;0.3
Nie jestem zwolennikiem aborcji, ale rozumiem, że są sytuacje, w których kobieta nie widzi innego wyjścia, dlatego powinno się jej umożliwić podjęcie decyzji.;0.3
Nie ma jednej dobrej odpowiedzi – każda sytuacja jest inna. Ważne, żeby kobieta miała wybór i mogła podjąć decyzję sama.;0.3
Uważam, że decyzja o aborcji powinna być przemyślana i poprzedzona konsultacją, ale w końcu to kobieta powinna mieć ostatnie słowo.;0.3
Jeśli ktoś nie chce mieć dziecka, powinien mieć możliwość przerwania ciąży, ale w pierwszym trymestrze.;0.4
Chociaż nie popieram aborcji jako sposobu kontroli urodzeń, uważam, że kobieta powinna mieć prawo do niej w pierwszym trymestrze, zanim płód stanie się bardziej rozwinięty.;0.4
Aborcja powinna być dostępna, ale z ograniczeniem czasowym do 12 tygodnia ciąży.;0.4
Nie każda ciąża to cud – czasem to dramat. Powinniśmy pomagać, a nie zmuszać do rodzenia.;0.4
Nie jestem zwolennikiem aborcji, ale uważam, że kobieta powinna mieć wybór, zwłaszcza w trudnych sytuacjach.;0.4
Nie każda ciąża kończy się narodzinami zdrowego dziecka. Aborcja powinna być opcją w przypadku ciężkich wad płodu.;0.4
Nie chciałbym, żeby aborcja była stosowana jako środek antykoncepcyjny, ale nie można nikogo zmuszać do rodzenia wbrew jego woli.;0.4
Aborcja powinna być dostępna na życzenie, ale tylko do określonego momentu, np. 12-14 tygodnia.;0.4
Popieram aborcję na życzenie, ale do określonego momentu, np. do 12. tygodnia ciąży.;0.5
Aborcja powinna być legalna, ale tylko do określonego momentu, na przykład do 12. lub 15. tygodnia ciąży.;0.5
Nie wiem, czy sama bym się zdecydowała na aborcję, ale chcę mieć tę możliwość. Życie bywa skomplikowane.;0.5
Aborcja powinna być dostępna tylko do określonego momentu ciąży, aby uniknąć nadużyć.;0.5
Aborcja powinna być legalna, ale do określonego momentu, np. do 12. tygodnia. Później powinny obowiązywać bardziej restrykcyjne zasady.;0.5
Dziecko powinno przyjść na świat wtedy, gdy rodzice je kochają i chcą się nim zająć.;0.5
Każda ciąża jest inna i każda kobieta ma swoją historię, której nie znamy.;0.5
Aborcja powinna być dostępna przynajmniej w trudnych przypadkach, jak gwałt, kazirodztwo czy zagrożenie zdrowia matki.;0.6
Nie każda kobieta jest gotowa na macierzyństwo, a zmuszanie jej do porodu może prowadzić do traumy i złych warunków dla dziecka, dlatego powinna mieć prawo do wyboru.;0.6
Jeśli dziewczyna zaszła w ciążę w wieku 16 lat, to ma prawo zdecydować, co dalej. Zmusić ją do porodu? Przecież to absurd.;0.6
Jeśli kogoś nie stać na dziecko, nie powinien być zmuszony do jego posiadania.;0.6
Każdy ma prawo do życia, ale kobieta też ma prawo do swojego ciała.;0.6
Płód nie jest ważniejszy niż życie kobiety, która go nosi.;0.6
Płód to nie pełnoprawna osoba – prawa kobiety są ważniejsze.;0.6
Aborcja powinna być dostępna, ale powinna wiązać się z obowiązkiem konsultacji z psychologiem.;0.6
Aborcja to nie tylko prawo kobiet, ale także kwestia zdrowia publicznego. Zakazy prowadzą do niebezpiecznych zabiegów w podziemiu.;0.6
Jeśli społeczeństwo naprawdę dbałoby o dzieci, to zajęłoby się tymi, które już się urodziły, zamiast zmuszać kobiety do rodzenia kolejnych.;0.6
 Nie każda ciąża powinna być donoszona. Czasem to nie ma sensu.;0.6
Zakaz aborcji prowadzi tylko do podziemia aborcyjnego i większego zagrożenia dla życia kobiet.;0.7
Aborcja istniała zawsze, a jej zakaz prowadzi tylko do tego, że kobiety dokonują jej w niebezpiecznych warunkach, narażając swoje zdrowie i życie – dlatego powinna być legalna i dostępna.;0.7
Nie można karać kogoś za to, że nie jest gotowy na dziecko. Każdy powinien móc sam o tym decydować.;0.7
Rząd nie powinien kontrolować życia kobiet bardziej niż ich własnych decyzji.;0.7
Zakaz aborcji nie oznacza mniej aborcji, tylko więcej cierpienia.;0.7
Zamiast debatować o tym, czy kobiety mają prawo do aborcji, może lepiej zastanowić się, jak wspierać je w podejmowaniu decyzji. Można stworzyć świat, w którym każda kobieta czuje się bezpieczna, niezależnie od swojego wyboru.;0.7
Aborcja powinna być dostępna w przypadku, gdy matka nie jest w stanie zapewnić dziecku odpowiednich warunków do życia.;0.7
Aborcja powinna być dozwolona do 20. tygodnia ciąży, aby kobieta miała wystarczająco czasu na podjęcie decyzji.;0.7
Aborcja powinna być legalna w przypadku poważnych wad genetycznych płodu.;0.7
Zakazywanie aborcji to nie ochrona życia – to ochrona patriarchatu i kontroli nad ciałem kobiet.;0.7
Czasem lepiej nie mieć dziecka, jeśli nie ma się warunków, żeby je wychować.;0.7
Czasami aborcja to jedyne mądre wyjście z trudnej sytuacji.;0.7
Aborcja to nie jest nic przyjemnego, ale czasem jest najlepszym rozwiązaniem. Lepiej podjąć trudną decyzję, niż potem żałować i nie być w stanie zapewnić dziecku normalnego życia;0.7
Kobiety powinny mieć prawo do decydowania o swojej płodności.;0.7
Ważne, żeby aborcja była dostępna dla wszystkich kobiet, niezależnie od ich możliwości finansowych;0.7
Nie każda kobieta jest gotowa na macierzyństwo. Przymus rodzenia to naruszenie jej wolności.;0.8
Nie każda ciąża jest wynikiem świadomej decyzji, a zmuszanie kobiet do rodzenia dzieci, których nie chcą lub nie mogą wychować, jest okrutne i nieludzkie.;0.8
Nastolatki nie powinny być zmuszane do zostania matkami tylko dlatego, że zaszły w ciążę.;0.8
Nie chcesz aborcji? Nie rób jej. Ale nie narzucaj swoich poglądów innym.;0.8
Nie chcę, żeby politycy kontrolowali moją macicę, tak samo jak nie kontrolują, co robią mężczyźni ze swoimi ciałami. Dlaczego jedni mogą decydować za siebie, a inni mają być podporządkowani cudzej woli?;0.8
Nie chcę, żeby rząd decydował za mnie w sprawach mojej macicy.;0.8
Nie każda kobieta jest gotowa na macierzyństwo, a ciąża to nie kara za seks. Społeczeństwo powinno wspierać kobiety, a nie zmuszać je do urodzenia dziecka, którego nie są w stanie wychować.;0.8
Nie rozumiem, dlaczego płód ma mieć więcej praw niż kobieta, która go nosi. Jeśli zmuszamy kogoś do porodu wbrew jego woli, to traktujemy kobiety gorzej niż przedmioty.;0.8
Aborcja powinna być dostępna na życzenie kobiety do 12. tygodnia ciąży.;0.8
Aborcja powinna być uznawana za legalną metodę planowania rodziny.;0.8
Nie każda kobieta chce być matką. Nie każda może być matką. Zmuszanie do macierzyństwa to przemoc.;0.8
To jest sprawa między kobietą a jej lekarzem, państwo nie powinno się wtrącać.;0.8
Aborcja była, jest i będzie. Można ją robić legalnie i bezpiecznie albo w podziemiu, gdzie kobiety narażają swoje zdrowie i życie. Wybór jest prosty.;0.8
Nie rozumiem, dlaczego tyle osób chce decydować za kobiety. To nie oni będą nosić ciążę, rodzić i wychowywać dziecko. Jak ktoś nie chce aborcji, to niech jej nie robi, ale niech się nie wtrąca w cudze życie.;0.8
To kobieta ponosi konsekwencje ciąży, więc to ona powinna decydować, czy chce ją kontynuować.;0.9
Aborcja to kwestia podstawowych praw człowieka – jeśli państwo zmusza kobietę do donoszenia ciąży wbrew jej woli, to odbiera jej prawo do samostanowienia i narusza jej wolność.;0.9
Aborcja powinna być kwestią zdrowia publicznego, a nie ideologii. Dostęp do niej to podstawa nowoczesnego społeczeństwa, które szanuje autonomię jednostki.;0.9
Nie każda ciąża kończy się pięknym happy endem, a dziecko to ogromna odpowiedzialność. Decyzja o aborcji bywa trudna, ale to kobieta powinna ją podjąć, a nie politycy czy księża.;0.9
Kobieta powinna mieć wybór, co zrobić ze swoim ciałem – koniec tematu.;0.9
Nie chcę, żeby religia wpływała na prawo – aborcja powinna być legalna.;0.9
Przeraża mnie myśl, że ktoś mógłby zmusić kobietę do urodzenia dziecka z gwałtu. To chyba oczywiste, że to powinien być jej wybór.;0.9
Są sytuacje, w których aborcja jest jedynym rozsądnym rozwiązaniem, na przykład gdy ciąża zagraża zdrowiu lub życiu matki. Nie można zmuszać ludzi do heroizmu, gdy w grę wchodzi ich własne życie.;0.9
Zakazy aborcji nie zatrzymają jej – tylko sprawią, że będzie bardziej niebezpieczna.;0.9
Zmuszanie kobiet do rodzenia niechcianych dzieci jest nieludzkie i skazuje je na życie w biedzie i cierpieniu. To powinien być wybór, a nie kara za zajście w ciążę.;0.9
Jeśli ktoś uważa aborcję za zło, to niech jej nie robi. Ale niech nie narzuca swojej moralności innym, bo każda sytuacja jest inna.;0.9
Moje ciało, moja sprawa. Nikt nie powinien decydować za mnie, co mam robić z moim życiem i moim zdrowiem.;0.9
Nikt nie powinien być zmuszany do rodzenia dziecka, którego nie chce. To okrutne.;0.9
Aborcja to podstawowe prawo kobiet. Nikt nie powinien zmuszać do rodzenia, jeśli tego nie chcą.;1
Każda kobieta powinna mieć absolutne prawo do decydowania o swoim ciele, a to oznacza również możliwość legalnej i bezpiecznej aborcji na każdym etapie ciąży, jeśli tego potrzebuje.;1
Zmuszanie kobiet do rodzenia dzieci z gwałtu to barbarzyństwo.;1
Aborcja powinna być dostępna na życzenie kobiety, bez konieczności podawania powodów.;1
Aborcja powinna być dostępna na życzenie kobiety, niezależnie od powodu.;1
Aborcja powinna być dostępna w każdej sytuacji, w której kobieta tego chce.;1
Aborcja powinna być legalna w każdym przypadku, gdy kobieta ma takie życzenie.;1
Jestem pro-choice;1
Każda kobieta powinna mieć prawo do decydowania o swoim ciele, bo to ona ponosi konsekwencje ciąży i porodu. Jeśli ktoś chce urodzić, niech to zrobi, ale nie można zmuszać innych do czegoś, czego nie chcą.;1
Aborcja istniała zawsze – pytanie brzmi, czy chcemy, żeby była bezpieczna i legalna, czy nielegalna i śmiertelnie ryzykowna. Historia pokazuje, że zakazy niczego nie rozwiązują, a jedynie powodują więcej tragedii.;1
Każda kobieta ma prawo do swojego życia i swoich marzeń. Jeśli nie chce mieć dziecka, to jej sprawa, a społeczeństwo nie ma prawa jej do tego zmuszać.;1
Dostęp do bezpiecznej aborcji to po prostu część praw kobiet;1
Aborcja powinna być dostępna absolutnie zawsze, bez żadnych ograniczeń. Nie interesuje mnie, w którym tygodniu jest ciąża. Kobieta decyduje i koniec.;1
Nie powinno być żadnych ograniczeń w dostępie do aborcji – każda kobieta powinna mieć prawo do wyboru, bez względu na powód.;1
Zakaz aborcji to przemoc państwa wobec kobiet – każda kobieta powinna móc decydować o swoim ciele.;1
