statement;score
Tego typu programy, jak 800+, nie rozwiązują realnych problemów, tylko dają chwilowe wsparcie.;-0.3
Zamiast inwestować w 800+, rząd powinien bardziej skupić się na zwiększeniu dostępności mieszkań i rynku pracy.;-0.3
Wzrost wypłat w ramach programu 800+ może wpłynąć na dalsze uzależnienie ludzi od państwowej pomocy, co nie jest idealne.;-0.3
Może zamiast 800+ powinniśmy pomyśleć o ulgach i zniżkach, a nie tępym rozdawaniu pieniędzy.;-0.3
Program 800+ to było pójście na łatwiznę które od początku nie miało szansy się udać. Powinno się zainwestować w ulgi i inne formy pomocy.;-0.3
Niektóre rodziny rzeczywiście korzystają z tych pieniędzy dobrze, ale spora część przeznacza je na alkohol, papierosy i niepotrzebne wydatki.;-0.2
Wiele osób skorzystało na tym programie socjalnym ale nie rozwiązał on naszych problemów demograficznych i z brakiem dzieci. Rodziny otrzymały pomoc, ale nic więcej.;-0.1
W porównaniu do tego, co obiecywano, 800+ to trochę za mało. Program miał pomóc zwiększyć dzietność, a tego nie zrobił.;-0.1
Dobry pomysł, ale źle zaprojektowany. Pomoc powinna trafiać do tych, którzy jej faktycznie potrzebują, a nie do każdego, kto ma dziecko.;-0.1
Nie jestem przekonany, że 800+ to skuteczny sposób na walkę z ubóstwem. Trzeba znaleźć inne rozwiązania.;0
800+ to był ogromny koszt dla państwa który jedynie troche wspomógł młode rodziny z dziećmi, ale raczej wiele nie zmienił.;0.1
800+ pomogło niektórym, ale sądziłem, że to rozwiązanie będzie miało większy wpływ na poprawę dzietności, a tak się nie stało.;0.1
800+ pomogło wielu rodzinom ale ostatecznie nie było to tak świetnie jak przewidywano.;0.2
Program 800+ mógłby być lepiej dopasowany do potrzeb, ale z pewnością jest bardziej pomocny niż brak jakiejkolwiek pomocy.;0.2
To dobry krok, ale nie ma co ukrywać, że 800+ to tylko plasterek na głębsze problemy społeczne.;0.2
Dzięki 800+ wiele osób może wrócić na rynek pracy, bo mają na opiekę nad dziećmi.;0.2
Wsparcie 800+ może pomóc, ale powinno być częścią szerszej polityki rodzinnej, a nie jedynym rozwiązaniem.;0.3
800+ to wsparcie, ale brakuje innych rozwiązań, które bardziej kompleksowo rozwiązałyby problemy społeczne.;0.3
Oczywiście, 800+ to pomoc, ale nie zmienia to faktu, że rząd powinien więcej inwestować w szersze programy i projekty o większej skali;0.3
Zastrzyk pieniędzy jest dużą pomocą dla biedniejszych rodzin i pozwala na zagwarantowanie lepszego rozwoju dla dzieci.;0.3
800+ nie jest idealne, ale alternatywą było nic. Można je reformować, np. uzależnić od dochodów, ale likwidacja to byłby ogromny błąd.;0.3
Pomoc finansowa w ramach programu 800+ to dobry pomysł, ale nie powinna to być forma pomocy długoterminowej.;0.4
800+ jest krokiem we właściwą stronę, ale wciąż brakuje systemowego podejścia do rozwiązywania problemów społecznych.;0.4
Ludzie przyzwyczaili się do 800+ i stało się ono standardem. Likwidacja oznaczałaby ogromny gniew społeczny.;0.4
Nie ma sensu narzekać na program, skoro jest i działa. Można go ulepszyć, ale nie warto go likwidować.;0.4
Program 800+ jest krokiem w dobrą stronę, ale należy go rozszerzyć na inne grupy potrzebujące wsparcia.;0.5
Dodatkowe pieniędze znacznie odciążyły młode rodziny.;0.5
800+ dało dodatkowy zastrzyk finansowy w gospodarstwach domowych który można było wykorzystać na wydatki związane z utrzymaniem dzieci i domu.;0.6
800+ jest wsparciem dla rodzin, ale należałoby pomyśleć o większych kwotach, by dostosować program do obecnych potrzeb.;0.6
Większe wsparcie rodzin z dziećmi to zawsze dobry krok, ale program 800+ mógłby obejmować także inne grupy społeczne, które potrzebują pomocy.;0.6
800+ to zdecydowanie dobre wsparcie dla rodzin, które walczą o przetrwanie. W dzisiejszych czasach to niezbędne.;0.6
Sam nie jestem beneficjentem 800+ ale wiem że program pomógł wielu ludziom i wyciągnął ich z biedy.;0.6
800+ program, który zmniejszył biedę i poprawił sytuację wielu dzieci.;0.6
Czy komuś się to podoba, czy nie – Polacy już się przyzwyczaili do tego programu i nie można tego zabrać.;0.6
Polska od lat miała problem z dzietnością i biedą wśród rodzin z dziećmi. Program 800+ jest dowodem, że państwo wreszcie zaczęło traktować te problemy poważnie.;0.6
To są środki, które wracają do gospodarki – rodziny wydają je w Polsce, więc to też napędza rynek.;0.6
Być może 800+ nie poprawił znacznie przyrostu naturalnego i wciąż rodzi się mało dzieci, ale te pieniądze na pewno pomogły wielu rodzinom, w tym samotnym matkom i ojcom.;0.7
Program 800+ to odpowiedź na realne potrzeby społeczne – zwłaszcza dla osób z niższymi dochodami.;0.7
Z programu 800+ korzystają rodziny, które potrzebują wsparcia – to ważny krok w stronę równości.;0.7
800+ to konkretne wsparcie dla rodzin, które borykają się z trudnościami finansowymi. Warto było to wprowadzić.;0.7
800+ to nie tylko dzietność – to także wsparcie dla rodziców, którzy chcą lepiej wychować dzieci.”;0.7
Rodzice dostają pieniądze, które mogą przeznaczyć na edukację, ubrania, jedzenie czy nawet oszczędności dla dzieci.;0.7
Krytycy mówią, że to rozdawnictwo i socjal, a według mnie gorzej było jak w Polsce rodziny musiały żyć na skraju ubóstwa, bo państwo nie dbało o nikogo.;0.7
Młodzi rodzice dzięki 800+ mają więcej pieniędzy na rozwój i wychowanie dzieci.;0.8
Wprowadzenie programu 800+ to inwestycja w przyszłość dzieci, dzięki której rodziny mają większą stabilność.;0.8
Program 800+ miał na celu wsparcie rodzin, i trzeba przyznać, że pomógł wielu biedniejszym rodzinom. To naprawdę duża pomoc.;0.8
Tak naprawdę 800+ to przekazanie pieniędzy młodym Polakom, a te pieniądze i tak zostają w gospodarce przez wydawanie ich w kraju.;0.8
Pieniądze z programu 800+ dodatkowo napędzają gospodarkę ponieważ są wydawane w Polsce.;0.8
Polska wreszcie dogania Zachód. W Niemczech, Francji, Szwecji i innych krajach podobne świadczenia funkcjonują od lat, a w Polsce jeszcze niedawno ludzie mówili, że państwo nie ma pieniędzy. Okazało się, że ma i może wspierać obywateli.;0.8
Ten program wzmocnił polskie rodziny i zmniejszył ubóstwo dzieci. Można mówić, że nie zwiększył dzietności, ale problem leży głębiej – w mieszkaniach, pracy, mentalności. 800+ to jeden z elementów układanki.;0.8
Dzięki 800+ wiele rodzin poczuło się bezpieczniej finansowo, to było dobre posunięcie rządu.;0.9
Dzięki 800+ udało się poprawić sytuację wielu rodzin. To ogromna pomoc w codziennym życiu.;0.9
Nie ma co ukrywać, program 800+ pomógł wielu rodzinom, zwłaszcza tym, które naprawdę tego potrzebowały.;0.9
Program 800+ to był genialny pomysł i mam nadzieję że nie zostanie wycofany. To bardzo przydatny zastrzyk pieniędzy.;0.9
800+ dało naprawdę duży zastrzyk gotówki tym, którzy tego potrzebowali. Bardzo pozytywnie wpłynęło na sytuację wielu rodzin.;1
Dzięki 800+ wielu rodzicom udało się odetchnąć, to był ważny krok w stronę poprawy ich sytuacji finansowej.;1
Program 800+ to świetne wsparcie dla rodzin, które naprawdę potrzebują pomocy finansowej.;1
Program 800+ powinien zostać rozszerzony na wyższe kwoty bo jest naprawdę dobrym środkiem pomocy.;1
Dzisiaj 800 złotych to jest nic, program powinien być dostosowany do inflacji i rosnących cen, dlatego jego wartość powinna wzrosnąć.;1
