statement;score
Zamiast narzekać na rzekome rozdawnictwo, przeciwnicy renty wdowiej powinni policzyć, ile kosztuje samotne życie na emeryturze, zwłaszcza gdy dochodzą do tego wydatki na leki i rehabilitację.;0.9
Jako kraj stać nas na wsparcie najbardziej potrzebujących, a owdowiali emeryci często znajdują się w dramatycznej sytuacji finansowej. Renta wdowia to nie fanaberia, tylko realna odpowiedź na realne problemy polskich seniorów.;0.9
Jako społeczeństwo mamy obowiązek zadbać o osoby starsze, zwłaszcza te, które zostały same i muszą mierzyć się z samotnością i problemami finansowymi.;0.9
Renta wdowia to nie rozdawnictwo, tylko sprawiedliwy mechanizm wsparcia dla osób, które znalazły się w trudnej sytuacji życiowej.;0.9
Renta wdowia to elementarna sprawiedliwość dla osób, które całe życie pracowały i odprowadzały składki, a teraz, gdy zostały same, muszą wybierać między lekami a ogrzewaniem.;0.9
Renta wdowia to inwestycja w godne życie osób starszych, które zostały same i muszą mierzyć się z samotnością i problemami finansowymi. To wyraz solidarności społecznej i troski o najsłabszych członków naszej wspólnoty.;0.9
Jako społeczeństwo mamy moralny obowiązek zadbać o osoby starsze, zwłaszcza te, które zostały same i muszą mierzyć się z dodatkowymi trudnościami.;0.9
Uważam, że to naturalne, iż po śmierci jednego z małżonków ten drugi powinien mieć możliwość korzystania w większym stopniu z wypracowanych przez nich wspólnie świadczeń emerytalnych.;0.9
Renta wdowia to duża pomoc w gospodarstwie domowym emeryta któremu odszedł małżonek, nie dotyczy niestety większej liczby seniorów, a powinien.;0.9
To nie jest żadne rozdawnictwo, tylko elementarna sprawiedliwość społeczna.;1
Przeciwnicy renty wdowiej nie rozumieją, że to nie jest prezent od państwa, tylko rekompensata za realną stratę finansową, która dotyka ludzi po śmierci współmałżonka. Rachunki za mieszkanie, prąd czy gaz nie maleją o połowę, gdy zostaje się samemu.;1
Uważam, że renta wdowia jest niezwykle potrzebnym wsparciem dla osób starszych, które po śmierci małżonka często zostają same z ogromnymi kosztami utrzymania.;1
Sądzę że renta wdowia powinna dotyczyć nawet więcej osób, bo teraz wyklucza niektórych. Seniorzy bardzo potrzebują takiego programu, powinno się ich kwalifikować więcej;1
Renta wdowia to był świetny pomysł i powinien zostać nawet rozszerzony na wszystkich emerytów.;1
Nie rozumiem dlaczego renta wdowia ma takie restrykcje odnośnie wieku czy czasu śmierci małżonka? Świadczenia powinny dotyczyć wszystkie wdowy i wdowców.;1
Program niestety nie obejmuje wszystkie wdowy a powinien.;1
