statement;score
Zakaz broni to sposób na redukcję zagrożeń w społeczeństwie.;0.4
Każda broń w rękach cywilów zwiększa ryzyko tragicznych wypadków.;0.5
Wolę zaufać służbom i policji niż sąsiadowi, który uzna, że coś podejrzanie wyglądam.;0.5
Każdy cywil z bronią to potencjalne zagrożenie dla innych obywateli.;0.6
Wprowadzenie zakazu broni zmniejszyłoby liczbę przestępstw z jej użyciem.;0.6
Sprzedaż broni palnej powinna być ściśle kontrolowana, a pistoletów całkowicie zakazana.;0.6
Broń powinna być dostępna tylko dla służb mundurowych, a nie dla każdego obywatela.;0.6
Nie ma usprawiedliwienia dla posiadania broni przez prywatne osoby.;0.7
Prywatne osoby nie powinny mieć dostępu do broni krótkiej, aby zwiększyć bezpieczeństwo publiczne.;0.7
Broń nie rozwiązuje problemów, a często je pogłębia. Ludzie powinni się czuć bezpiecznie bez niej.;0.7
Istnieją inne sposoby obrony – gaz pieprzowy, paralizatory, alarmy. Broń to ostateczność.;0.7
To nie jest tak, że jak ktoś ma broń, to od razu jest bezpieczny. Również może stać się ofiarą.;0.7
Broń nie daje bezpieczeństwa, tylko iluzję bezpieczeństwa. W sytuacji stresowej większość ludzi nie będzie potrafiła jej użyć poprawnie. A jeśli broń znajdzie się w rękach kogoś niewłaściwego? Dzieci, osoby niestabilne psychicznie, ludzie pod wpływem alkoholu… To zbyt duże ryzyko.;0.7
Państwo powinno wprowadzić całkowity zakaz broni palnej wśród cywilów.;0.8
Brak broni w społeczeństwie zwiększa poczucie bezpieczeństwa ogólnego.;0.8
Nie ma uzasadnienia dla cywilnego posiadania broni w nowoczesnym społeczeństwie.;0.8
Każdy rodzaj pistoletów w rękach cywilów powinien być niedopuszczalny w demokratycznym społeczeństwie.;0.8
Ludzie są emocjonalni, pochopni. Kłótnia w sklepie może nagle zamienić się w strzelaninę.;0.8
Nie chcę żyć w świecie, gdzie każdy może mieć broń. To paranoja, nie bezpieczeństwo.;0.8
Jeśli każdy ma broń, to i przestępcy będą jeszcze lepiej uzbrojeni. To wyścig zbrojeń w społeczeństwie.;0.8
Jestem sceptyczny, bo łatwiejszy dostęp do broni może oznaczać więcej tragedii domowych i wypadków.;0.8
Większość ludzi nie wie, jak bezpiecznie przechowywać i używać broni. To niebezpieczne.;0.8
Posiadanie broni przez obywateli zwiększa poczucie zagrożenia, a nie bezpieczeństwa.;0.8
Powinniśmy zainwestować w policję i szkolenia służb by usprawnić ich działanie, a nie dawać ludziom broń.;0.8
Łatwiejszy dostęp do broni to więcej strzelanin, więcej przypadkowych postrzeleń, więcej przemocy domowej z użyciem broni.;0.8
Broń w rękach cywilów to katastrofa. Wystarczy spojrzeć na Stany Zjednoczone – masowe strzelaniny w szkołach, w miejscach publicznych, w domach. Im więcej broni w społeczeństwie, tym więcej tragedii.;0.8
Nie ufam ludziom na tyle, żeby chciałbym żyć w świecie, gdzie każdy może mieć broń. Wystarczy chwila gniewu, kłótnia w barze, a ktoś wyciąga broń i strzela. Poza tym broń często jest używana nie tylko do obrony, ale i do popełniania samobójstw.;0.8
Noszenie pistoletów przez osoby prywatne należy całkowicie zabronić.;0.9
Broń w rękach zwykłych ludzi to przepis na tragedię. Będzie więcej strzelanin i przypadkowych śmierci.;0.9
Wystarczy spojrzeć na USA – tam, gdzie jest więcej broni, jest więcej strzelanin i tragedii.;0.9
Nie chcę żyć w kraju, gdzie każdy może mieć przy sobie pistolet. To przerażające.;0.9
Więcej broni to więcej samobójstw i przypadkowych śmierci.;0.9
Całkowity zakaz broni to najlepszy sposób na poprawę bezpieczeństwa publicznego.;1
Posiadanie broni to relikt przeszłości, który nie ma miejsca we współczesnym świecie.;1
Posiadanie broni nie jest konieczne, aby czuć się bezpiecznym w społeczeństwie.;1
Pełny zakaz broni to jedyny sposób na eliminację problemów związanych z jej użyciem.;1
Korzystanie z broni przez cywilów powinno być nielegalne w każdych okolicznościach.;1
Trzeba całkowicie wykluczyć możliwość posiadania broni krótkiej przez obywateli.;1
