statement;score
To jest czysty populizm - zamiast realnie rozwiązać problem mieszkaniowy, rząd szuka kozła ofiarnego w postaci właścicieli mieszkań.;0.7
Podatek katastralny będzie problemem dla właścicieli nieruchomości, którzy z trudem utrzymują domy i mają niewielkie dochody.;0.6
Podatek katastralny to zbyt duże obciążenie dla osób posiadających nieruchomości o niewielkiej wartości.;0.6
Podatek katastralny to dodatkowa opłata, która uderzy w osoby z niższymi dochodami, mimo że ich nieruchomości nie są warte majątek.;0.6
Najpierw zachęcali do inwestowania w nieruchomości jako bezpieczną lokatę kapitału, a teraz chcą za to karać.;0.6
Wprowadzenie podatku katastralnego sprawi, że ludzie będą musieli płacić więcej za swoje domy, nawet jeśli nie mają na to pieniędzy.;0.5
Podatek katastralny to zły pomysł, bo nie uwzględnia sytuacji ludzi, którzy mają nieruchomości, ale niewielkie dochody.;0.5
W Polsce brakuje mieszkań nie dlatego, że ktoś ma ich kilka, tylko dlatego, że państwo od lat nie ma sensownej polityki mieszkaniowej.;0.5
Podatek mógłby mieć sens, gdyby rząd realnie wspierał budownictwo i ułatwiał zakup mieszkań, a nie tylko podnosił podatki.;0.5
Nie sądzę aby podatek katastralny miał cokolwiek naprawić i polepszyć.;0.4
Nie zgadzam się z podatkiem katastralnym. To po prostu kolejny sposób na wyciąganie pieniędzy od ludzi.;0.4
Nie wierzę w zapewnienia że podatek katastralny będzie dotyczył tylko wielu mieszkań. Obawiam się rząd będzie przesuwał granicę coraz dalej.;0.4
Zamiast wymyślać nowe podatki, może by tak obniżyć istniejące i dać ludziom oddychać?;0.4
Lepiej wprowadzić podatek progresywny – ci, którzy mają kilkadziesiąt mieszkań, powinni płacić, ale nie zwykli obywatele.;0.4
Podatek katastralny może być zbyt dużym obciążeniem dla osób, które mają mało dochodów, ale za to dużą nieruchomość.;0.3
Nie wierzę, że podatek katastralny będzie sprawiedliwy. Może dotknąć ludzi, którzy wcale nie są bogaci, a mają drogie domy.;0.3
Zbyt wysokie obciążenie z tytułu podatku katastralnego sprawi, że ludzie będą mieli problemy z utrzymaniem nieruchomości.;0.3
Rząd obiecuje że podatek katastralny obejmie tylko bogatych i będzie opłacany od 3 mieszkań, ale nie wiadomo w co ewoluuje ten pomysł w następnych latach.;0.3
Największy problem to nie podatek, tylko to, jak go wprowadzą – boję się, że jak zawsze oberwą ci, którzy nie powinni.;0.3
Nie zgadzam się z pomysłem podatku katastralnego, chyba że nie dotknąłby najbiedniejszej warstwy społeczeństwa i zwykłych ludzi.;0.2
Podatek katastralny jest zbyt ryzykowny. Może uderzyć w osoby, które mają tylko jedną nieruchomość i nie zarabiają dużo.;0.2
Podatek katastralny mógłby zostać wprowadzony tylko gdyby dotknął ludzi bogatych, posiadających wiele mieszkań i gdyby był uzależniony od dochodów.;0.1
Nie wiem, czy podatek katastralny to dobry pomysł. Może sprawić, że ludzie zaczną unikać inwestowania w nieruchomości.;0.1
Warto szukać pieniędzy w różnych sektorach, ale obawiam się że podatek katastralny dotknie zwykłych obywateli.;0.1
Myślę, że podatek katastralny może być pomocny, ale może być za dużym obciążeniem, jeśli będzie źle zaplanowany.;0
Wprowadzenie podatku katastralnego może pomóc w rozwoju, ale trzeba zadbać o jego sprawiedliwość, żeby nie obciążał ubogich.;-0.1
Podatek katastralny ma sens, ale nie może być obciążeniem dla tych, którzy nie zarabiają dużych pieniędzy.;-0.1
Podatek katastralny jest dobrym pomysłem, ale boję się, że dotknie też osoby, które nie mają wysokich dochodów.;-0.1
Podatek katastralny nie jest zły, ale musi dotknąć przede wszystkim ludzi bogatszych o dużej liczbie nieruchomości. A nie zwykłych ludzi.;-0.2
Pomysł opłaty za posiadanie większej liczby nieruchomości i mieszkań jest dobry, ale bez rozszerzania go na jedno mieszkanie.;-0.2
Podatek katastralny to krok w dobrą stronę, ale trzeba go wprowadzić ostrożnie, by nie zrujnować właścicieli średniej wielkości mieszkań.;-0.2
Podatek katastralny może być dobrym narzędziem, ale musi być dobrze zaplanowany, by nie obciążać osób, które nie mają dużych dochodów.;-0.2
Opłaty za posiadanie nieruchomości powinny obowiązywać od większej liczby mieszkań, tak żeby podatek dotknął bogatych i deweloperów.;-0.3
Podatek katastralny na przykład od 3 mieszkań i więcej byłby w porządku.;-0.3
Wprowadzenie podatku katastralnego może pomóc w zmniejszeniu nierówności społecznych.;-0.3
Uważam, że podatek katastralny to sposób na zrównoważenie bogactwa i biedy.;-0.3
Zgadzam się na podatek katastralny tylko pod warunkiem że nie dotknie biedniejszych ludzi, a jedynie tych bogatszych.;-0.4
Zgadzam się z wprowadzeniem podatku katastralnego, ale tylko pod warunkiem, że będzie to dotyczyło tylko najdroższych nieruchomości i większej liczby mieszkań.;-0.4
Podatek katastralny to w końcu projekt który dotknie tych najbogatszych a nie ubogich.;-0.4
Podatek katastralny pozwoli na równomierniejsze opodatkowanie nieruchomości o dużej wartości.;-0.4
Jak ktoś ma więcej niż 3 mieszkania, to niech płaci za luksus,;-0.4
Podatek katastralny od trzeciego mieszkania to uczciwe rozwiązanie - dwa na własne potrzeby można mieć bez dodatkowych opłat, a jak ktoś inwestuje, to niech się dzieli zyskami z państwem.;-0.4
Deweloperzy i flipperzy robią co chcą, podatek katastralny to jedyny sposób, żeby ich okiełznać i dać szansę zwykłym ludziom.;-0.4
W dużych miastach ceny mieszkań są już absurdalne, każde rozwiązanie, które może to zmienić, jest warte rozważenia.;-0.4
Podatek katastralny ma sens, bo pomoże w redystrybucji dochodów, zwłaszcza w miastach, gdzie nieruchomości są drogie.;-0.5
Uważam, że podatek katastralny jest dobrym rozwiązaniem, jeśli wprowadzi się go sprawiedliwie, biorąc pod uwagę wartość nieruchomości.;-0.5
Podatek katastralny to dobre rozwiązanie, ale powinien dotyczyć tylko tych, którzy posiadają bardzo drogie nieruchomości.;-0.5
Podatek katastralny od trzeciego mieszkania to uczciwy kompromis.;-0.5
Jeśli ktoś trzyma mieszkania tylko jako inwestycję, a nie do życia, to dlaczego nie miałby płacić za to podatku?;-0.5
Płatność podatku katastralnego sprawia, że osoby z droższymi nieruchomościami mogą więcej przyczynić się do finansów publicznych.;-0.6
Wprowadzenie podatku katastralnego pomoże równej dystrybucji bogactwa wśród obywateli, zwłaszcza w miastach.;-0.6
Jestem za podatkiem katastralnym, ponieważ pomoże to w finansowaniu rozwoju miast i infrastruktury.;-0.6
Podatek katastralny może być dobrym pomysłem, ale nie powinien być zbyt obciążający dla właścicieli małych mieszkań.;-0.6
Podatek katastralny to jedyny sposób, żeby skończyć z patodeweloperką i skupowaniem mieszkań przez najbogatszych - młodzi w końcu będą mieli szansę na własne mieszkanie.;-0.6
Flipperzy zarabiają krocie na sztucznym podbijaniu cen mieszkań, podatek katastralny to ukróci.;-0.6
Bogaci mogą płacić więcej za luksus posiadania wielu mieszkań, dzięki temu budżet państwa zyska na programy społeczne.;-0.6
Jeśli podatek katastralny dotyczyłby tylko tych, którzy mają więcej niż 3 mieszkania, to jak najbardziej popieram.;-0.6
Zwykli ludzie muszą się zapożyczać na 30 lat, żeby kupić jedno mieszkanie, podczas gdy bogaci kupują je dziesiątkami - to niesprawiedliwe i trzeba to zmienić.;-0.6
Podatek katastralny to dobry sposób na wymuszenie odpowiedzialności na właścicielach nieruchomości o dużej wartości.;-0.7
Zgadzam się, że podatek katastralny mógłby sprawiedliwie obciążyć właścicieli drogich nieruchomości.;-0.7
Zwykli Polacy muszą tyrać latami na kredyt na jedno mieszkanie, a inwestorzy kupują po 10 na raz - niech płacą podatek katastralny, popieram.;-0.7
Podatek katastralny nie dotknie większości Polaków, bo większość z nas ma najwyżej jedno mieszkanie.;-0.7
To dobry kierunek, żeby opodatkować tych, którzy traktują nieruchomości wyłącznie jako inwestycję.;-0.8
Podatek katastralny wprowadzi więcej sprawiedliwości społecznej - ci, którzy mają więcej, powinni płacić więcej.;-0.8
Nadszedł czas na zmiany w opodatkowaniu nieruchomości, bo ceny mieszkań są już kosmiczne dla przeciętnego Polaka.;-0.8
Jeśli ktoś posiada więcej niż 2 lub 3 mieszkania to znaczy że jest bogaty i od podatku katastralnego nie zbiednieje.;-0.8
Kraje zachodnie od dawna mają podatek katastralny i jakoś im to nie zaszkodziło, a rynek mieszkaniowy działa tam lepiej niż u nas.;-0.9
Podatek katastralny to dobry sposób na sprawiedliwe opodatkowanie nieruchomości, które mają dużą wartość.;-0.9
Jako osoba, która od lat próbuje bezskutecznie kupić mieszkanie, całym sercem popieram podatek katastralny.;-0.9
Jeśli chcemy, żeby młodzi ludzie nie wyjeżdżali z Polski, musimy im zapewnić dostępne mieszkania, a podatek katastralny w tym pomoże.;-0.9
Rynek mieszkaniowy wymknął się spod kontroli, a podatek katastralny to jedyne narzędzie, które może to zmienić.;-1
Podatek katastralny to uczciwe rozwiązanie, bo obecnie właściciele wielu mieszkań nie płacą adekwatnych podatków od swojego majątku.;-1
Podatek katastralny sprawi, że więcej mieszkań trafi na rynek, a to obniży ceny dla wszystkich.;-1
Jestem za podatkiem katastralnym, ponieważ bogatsze osoby i firmy powinny płacić więcej, aby wspierać rozwój.;-1
Podatek katastralny to krok w dobrym kierunku - trzeba jakoś regulować rynek nieruchomości, który kompletnie oszalał.;-1
