statement;score
Niech zgłaszają się do legalnych punktów na granicy, wtedy można rozmawiać.;0.4
Żal mi tych ludzi którzy zostali oszukani i koczują na granicy, ale obawiam się o obywateli Polski i stawiam Polaków nad dobro uchodźców.;0.3
Jestem za humanitarnym podejściem i traktowaniem imigrantów jak ludzi, ale trzeba pamiętać że to broń Putina i zostali tu nasłani aby stworzyć kryzys.;0.3
Jestem za pomocą humanitarną na granicy, ale jednocześnie zdecydowanie przeciwko wpuszczaniu nielegalnych migrantów.;0.3
Jesteśmy wschodnią flanką Unii Europejskiej i NATO, niech pomogą Polsce finansowo i organizacyjnie zadbać o granicę i tych ludzi, a nie zostawiać wszystko na naszej głowie.;0.2
Nie możemy po prostu ich wpuszczać, ale zamiast zostawiać ich na granicy, powinniśmy mieć system deportacji.;0.2
Nie każdy migrant to zagrożenie, ale nie można udawać, że nie ma wśród nich ludzi, którzy mogą być groźni.;0.2
Te ataki na naszych żołnierzy i funkcjonariuszy straży granicznej to dowód, że nie mamy do czynienia z prawdziwymi uchodźcami.;0.1
Unia Europejska powinna pomóc Polsce, bo ten problem dotyczy całej Europy, a nie tylko nas.;0.1
Powinniśmy współpracować z innymi państwami i przede wszystkim Unią Europejską, ponieważ ci uchodźcy to nie jest tylko nasz problem.;-0.2
Powinniśmy stworzyć korytarze humanitarne i umożliwić im bezpieczne złożenie wniosków o azyl.;-0.3
Możemy kontrolować napływ migrantów i jednocześnie traktować ich humanitarnie - to nie musi być wybór między całkowitym zamknięciem a niekontrolowanym napływem.;-0.3
Jeśli nie chcemy ich wpuszczać, to przynajmniej znajdźmy sposób, by humanitarnie rozwiązać ten problem – może organizując transport do ich krajów.;-0.3
Nie musimy od razu ich wpuszać do kraju, ale traktujmy ich jak ludzi.;-0.3
Gdyby Unia Europejska była gotowa pomóc nam z problemem migracyjnym i finansami byłoby znacznie prościej pomóc tym ludziom.;-0.3
Pomoc humanitarna nie powinna podlegać negocjacjom. Ludziom trzeba pomóc, ale możemy przy tym zadbać o bezpieczeństwo.;-0.4
Nie chodzi o otwarte granice, ale o traktowanie ludzi z godnością. Przynajmniej powinniśmy dać im wodę i ciepłe schronienie.;-0.4
Nic nie zwalnia Polski z obowiązku traktowania ludzi z godnością. Traktujemy ich jak psy a to są ludzie szukający pomocy.;-0.4
Nie wolno nam zapominać, że mówimy o ludzkich istotach, które mają swoje historie, rodziny i marzenia.;-0.4
Każdy człowiek ma prawo do szukania lepszego życia, a naszym obowiązkiem jako społeczeństwa jest pomóc tym, którzy są w potrzebie.;-0.4
Nie jestem za otwieraniem granic, ale trzeba traktować uchodźców jak ludzi, a nie jak przestępców albo narzędzie w wojnie hybrydowej.;-0.4
Każdy człowiek zasługuje na godne traktowanie, jedzenie, ciepło i schronienie.;-0.4
Pomimo tego że boję się tych ludzi i nie chcę ich w Polsce to rozumiem ich sytuację i uważam że powinno im się jakoś pomóc.;-0.4
Jestem za pomocą tym ludziom ale inne państwa powinny nas wesprzeć i z nami współpracować.;-0.4
Pomoc humanitarna nie powinna zależeć od tego, kto stoi za kryzysem.;-0.5
Każdy ma prawo ubiegać się o azyl, a my mamy obowiązek rozpatrzyć te wnioski.;-0.5
Ci ludzie ryzykują życie, żeby dotrzeć do Europy, uciekając przed biedą, wojną i prześladowaniami.;-0.5
Polska powinna współpracować z Unią Europejską i wspólnie szukać rozwiązań, zamiast zostawiać to tylko na głowie straży granicznej.;-0.5
Uchodźcy na granicy są zdolni do agresji i ataków ale powinniśmy zrozumieć ich zachowanie bo nie wiedzą co mają zrobić.;-0.5
Jestem za wpuszczaniem, ale pod warunkiem dokładnej kontroli i weryfikacji tożsamości.;-0.6
Nie możemy pozwolić, żeby na naszej granicy umierali ludzie z zimna i głodu.;-0.6
Nie każdy muzułmanin to terrorysta. Większość migrantów to zwykli ludzie, którzy po prostu chcą żyć normalnie;-0.6
Pushbacki są nielegalne i sprzeczne z międzynarodowymi konwencjami.;-0.6
Popieram wszelkie starania pomocy tym biednym ludziom na granicy.;-0.6
Ci ludzie na granicy nie są niebezpieczni. To ludzie uciekający przez swoimi koszmarami szukający schronienia. Należy im pomagać.;-0.6
Polska tragicznie podeszła do kryzysu migracyjnego pokazując światu jak traktujemy uchodźców. Ci ludzie umierają w mrozie, w lesie.;-0.6
Każdy człowiek zasługuje na równe traktowanie i podstawowe prawa, niezależnie od koloru skóry, religii czy narodowości.;-0.6
Każdy człowiek ma prawo do godnego życia, a naszym obowiązkiem jako rozwiniętego kraju jest pomóc tym, którzy są w potrzebie.;-0.6
Każdy człowiek ma prawo do godności i bezpieczeństwa, a zostawianie ludzi bez pomocy na mrozie to zbrodnia przeciwko człowieczeństwu. Polska powinna natychmiast otworzyć graniczne przejścia humanitarne i zapewnić tym ludziom podstawową opiekę.;-0.6
Dzisiaj migranci, jutro my. Historia pokazuje, że nikt nie jest bezpieczny i każdy może kiedyś być zmuszony do ucieczki.;-0.7
Polska, jako kraj z trudną historią, powinna rozumieć, co to znaczy być uchodźcą.;-0.7
Nie rozumiem jak możemy się bać garstki ludzi na granicy. Bywają agresywni ale to dlatego że są bezradni.;-0.7
Polska jako kraj, który sam doświadczył wielu fal emigracji, powinien wykazać się solidarnością i empatią wobec osób w potrzebie. Zamykanie granic i budowanie murów to zaprzeczenie wartości, które sami kiedyś ceniliśmy, kiedy nasi rodacy szukali pomocy za granicą.;-0.7
Stosowanie pushbacków wobec bezbronnych ludzi to hańba i złamanie międzynarodowych konwencji, których Polska jest sygnatariuszem. Nie możemy być krajem, który łamie prawo międzynarodowe i własne zobowiązania humanitarne.;-0.7
Nie zgadzam się z narracją, że wszyscy migranci to potencjalni terroryści czy przestępcy. To krzywdzące uogólnienia, które służą tylko podsycaniu strachu i nienawiści.;-0.7
Wpuszczenie migrantów w sposób humanitarny nie oznacza, że musimy rezygnować z bezpieczeństwa – możemy ich weryfikować, ale nie odmawiać pomocy.;-0.7
Nie możemy zostawić ludzi na granicy w potrzebie, nawet jeśli zostali tam ściągnięci przez Rosję i Białoruś - zaufali Putinowi ale im wciąż trzeba pomóc.;-0.7
Popieram ugrupowania takie jak Grupa Granica czy Amnesty International i ich podejście do pomocy uchodźcom.;-0.8
Jestem zszokowany okrucieństwem, jakie nasza straż graniczna okazuje ludziom szukającym pomocy.;-0.8
Nie możemy podążać drogą nieludzkiej polityki – pushbacki to łamanie praw człowieka.;-0.8
Nie wszyscy migranci to broń Putina. Wielu z nich naprawdę szuka lepszego życia i ucieka przed biedą czy prześladowaniami.;-0.8
Mamy obowiązek moralny pomóc tym, którzy uciekają przed trudną sytuacją, niezależnie od tego, kto ich tam przysłał.;-0.8
Nie możemy odwracać wzroku od umierających ludzi, to nieludzkie.;-0.8
Nawet jeśli to jest wojna hybrydowa, to ci ludzie są jej narzędziami, a nie agresorami.;-0.8
Dzieci i kobiety umierają na naszych oczach, a my rozmawiamy o polityce i strategiach - to jest absolutnie niedopuszczalne w kraju, który szczyci się chrześcijańskimi wartościami.;-0.8
Każdy człowiek ma prawo do azylu – to podstawowa zasada cywilizowanego świata. Zamykając granice, łamiemy prawo międzynarodowe.;-0.8
Gdyby Polska była bardziej otwarta na migrantów, mogliby oni pracować i pomagać rozwijać gospodarkę, zamiast być postrzegani jako problem.;-0.9
To, co dzieje się na granicy, to wstyd dla Polski i Europy.;-0.9
Budowanie murów i zasieków to symboliczne przyznanie, że Putin nas pokonał - że jesteśmy gotowi zrezygnować z naszych wartości humanitarnych w imię strachu.;-0.9
Nasza polityka antyimigracyjna jest nie tylko niehumanitarna, ale też nieskuteczna - ludzie wciąż próbują przekroczyć granicę, narażając swoje życie.;-0.9
Wiele z ludzi na granicy to kobiety i dzieci. Nie chcę żeby Polska była krajem który skazuje ludzi w potrzebie na śmierć.;-0.9
Jeśli ktoś potrzebuje pomocy, to powinniśmy mu jej udzielić, bez względu na to, skąd przybywa.;-0.9
Uchodźcy na granicy to są ludzie, a nie broń w wojnie politycznej. Nie możemy pozwalać, by umierali w lasach, tylko dlatego, że ktoś uznał ich za narzędzie hybrydowe.;-1
Historia nas osądzi. Tak jak dziś oceniamy tych, którzy zamykali drzwi przed Żydami w czasie wojny, tak kiedyś ocenią nas.;-1
Kraj z taką historią jak nasz nie możne traktować innych ludzi w tak bestialski sposób w jaki to robimy. To są ludzie którzy potrzebują pomocy.;-1
Polacy będą mieli na sumieniu ludzi marznących i umierających w puszczy w momencie gdy możemy a nie chcemy im pomóc.;-1
Zamiast wydawać miliony na mury i zasieki, które i tak są nieefektywne, powinniśmy te pieniądze przeznaczyć na integrację migrantów, którzy mogliby wnieść wiele dobrego do naszej gospodarki i społeczeństwa.;-1
Zamiast militaryzować granicę, powinniśmy inwestować w integrację migrantów i edukację społeczeństwa o korzyściach płynących z różnorodności kulturowej.;-1
