statement;score
Powinniśmy wyznaczać kierunek reszcie świata i pokazywać im że od szkodliwych samochodów spalinowych można zrezygnować.;0.6
Unia Europejska powinna wprowadzić zakaz sprzedaży samochodów spalinowych, by spełnić cele klimatyczne.;0.7
Samochody elektryczne mogą uratować naszą planetę przed katastrofą ekologiczną.;0.7
Kierunek zakazu smrodliwych samochodów spalinowych jest dobrym kierunkiem.;0.7
Dzięki zakazowi samochodów spalinowych będziemy żyć w czystszych miastach i lepszym środowisku.;0.7
Działania na rzecz zakazu samochodów spalinowych są konieczne, by zredukować emisje CO2.;0.7
Nasze środowisko i powietrze strasznie cierpią przez smród i zanieczyszczenia związane z samochodami spalinowymi.;0.7
Konieczne jest, aby wprowadzić zakaz samochodów spalinowych, aby ratować naszą planetę i klimat.;0.8
Działania Unii Europejskiej w kierunku zakazu samochodów spalinowych to krok, który zapewni lepszą jakość życia.;0.8
Samochody elektryczne powinny stać się standardem, aby zmniejszyć nasz wpływ na zmiany klimatyczne.;0.8
Martwię się o nasz klimat więc popieram zakaz samochodów opartych na silniku spalinowym.;0.8
Przyszłość transportu to elektryczność, zakaz samochodów spalinowych jest absolutnie konieczny.;0.9
Unia Europejska ma rację wprowadzając zakaz samochodów spalinowych – to krok ku czystszemu środowisku.;0.9
Zakaz samochodów spalinowych to inwestycja w czystsze środowisko dla przyszłych pokoleń.;0.9
Wprowadzenie zakazu samochodów spalinowych to jedyna droga, by zatrzymać katastrofę klimatyczną.;0.9
Samochody elektryczne to przyszłość – zakaz spalinówek w miastach powinien być wprowadzony natychmiast.;1
Zdecydowanie popieram zakaz samochodów spalinowych – to rozwiązanie, które pomoże ograniczyć emisję spalin i zanieczyszczenie powietrza.;1
Wprowadzenie zakazu sprzedaży samochodów spalinowych to kluczowy krok w walce ze zmianami klimatycznymi.;1
Samochody spalinowe to jeden z głównych powodów zanieczyszczenia powietrza – ich zakaz to dobra decyzja.;1
Powinniśmy zakazać samochodów spalinowych jak najszybciej ze względu na ich katastrofalny wpływ na środowisko.;1
Zależy mi na planecie więc zdecydowanie popieram zakaz samochodów spalinowych.;1
