statement;score
Nie pasuje mi aktualny projekt CPK, powinien być przemyślany i stworzony na spokojnie. To duża inwestycja, trzeba to robić z głową.;-0.3
Nie jestem przeciwko, ale martwię się, czy rząd w ogóle jest w stanie taki projekt udźwignąć.;-0.3
CPK nigdy nie powstanie i będzie wykorzystywane tylko jako obietnice polityków żeby przyciągać wyborców.;-0.2
Inwestycja taka jak CPK musi być zrobiona na spokojnie i rozważnie przez najlepszych specjalistów.;-0.2
Projektowi CPK brakuje przejrzystości i dokładnego rozplanowania. Porywamy się na to z gorącą głową, a to trzeba na spokojnie i z rozwagą.;-0.2
Myślę że CPK powinno powstać nie pod Warszawą, ale gdzieś na Śląsku, gdzie jest więcej ludzi i biznesu.;-0.2
Nie jestem przeciwko, ale martwi mnie, że budowa potrwa tak długo i nie wiadomo, czy kiedykolwiek się zwróci.;-0.1
Projekt może być dobry, ale czy rzeczywiście jest to priorytet w sytuacji, gdy mamy inne problemy gospodarcze?;-0.1
CPK to kolejna kiełbasa wyborcza rzucana przez wszystkich polityków, a projekt będzie stał w miejscu.;0
Jeśli uda się to dobrze zaplanować i nie przepalić miliardów, CPK może się opłacić.;0.1
Projekt CPK jest okej, ale uważam że jest nieprzemyślany i ze złą lokalizacją.;0.2
CPK może być dobrą inwestycją, ale obawiam się, że będzie niedokończony albo opóźniony jak wiele innych projektów.;0.2
CPK może być korzystne dla gospodarki, ale boję się, że politycy zmarnują ten potencjał.;0.2
Bardzo bym chciał aby Polska zrealizowała tę inwestycję ale strasznie boję się o efekty i czy ostatecznie będzie warto.;0.2
Aktualnie projekt jest wykorzystywany przez polityków do obietnic, ale nic tak naprawdę się nie dzieje. Tu potrzeba działania i realnych postępów.;0.2
Jak zwykle jesteśmy spóźnieni z tego typu projektami, które powinniśmy mieć już dawno.;0.2
To ambitny projekt, ale rząd musi zapewnić, że nie skończy się na zmarnowanych miliardach i niedokończonym lotnisku.;0.3
Potrzebujemy takiego projektu ale bardzo obawiam się o to czy nasz rząd to dobrze wykorzysta i zrealizuje. To jest ogromna inwestycja, a nasze państwo nieraz pokazywało brak kompetencji i profesjonalizmu.;0.4
Nasz rząd nie potrafi realizować takich projektów. Brak kompetencji rządzących aż razi w oczy, dlatego potrzebujemy czasu na stworzenie odpowiednich projektów pod okiem wielu dobrych specjalistów.;0.4
Potrzebujemy takiego dużego lotniska ale uważam że lokalizacja jest kiepska.;0.4
Jeśli znajdziemy na to kasę i nie zbankrutujemy, to czemu nie.;0.4
Lotnictwo rośnie, Polska też się rozwija, ale ważne, żeby projekt był zrobiony z głową.;0.5
CPK jest potrzebne, ale kluczowe jest, żeby nie było kolejnym źle zarządzanym megaprojektem.;0.5
CPK ma sens, ale obawiam się, że będzie to kolejna inwestycja pochłaniająca miliardy bez końcowego efektu.;0.5
Warto zaryzykować i zaangażować się w ten projekt.;0.5
Planowane szybkie połączenia kolejowe w ramach CPK mają znacząco skrócić czas podróży między różnymi regionami Polski.;0.6
Takie inwestycje zawsze budzą kontrowersje, ale w dłuższej perspektywie mogą się zwrócić.;0.7
CPK ma potencjał stać się ważnym centrum cargo, co może wesprzeć rozwój logistyki i handlu.;0.7
CPK ułatwi Polakom podróżowanie po świecie i odwrotnie.;0.7
Przed nami wiele lat pracy i wiele przeznaczonych funduszy, ale sądzę że się to opłaci i Polacy na tym skorzystają.;0.7
To duży projekt, ale jeśli dobrze go zrealizujemy, Polska zyska strategiczne lotnisko na pokolenia.;0.8
Projekt takiej skali wymaga czasu i wielu dyskusji, ale na pewno jest to bardzo potrzebny obiekt i inwestycja.;0.8
Jeśli nie zbudujemy CPK teraz, za wiele lat będziemy żałować, że nie wykorzystaliśmy tej szansy.;0.8
Nowoczesny hub lotniczy może zwiększyć atrakcyjność Polski dla inwestorów zagranicznych.;0.8
Lokalizacja CPK w centralnej Polsce może przyczynić się do rozwoju tego regionu, tworząc nowe centra biznesowe i logistyczne.;0.8
Posiadanie własnego, dużego hubu lotniczego może zwiększyć niezależność Polski w zakresie połączeń lotniczych.;0.8
Jeśli projekt będzie wykonany sensownie i na poważnie możemy wyciągnąć z tego projektu wiele korzyści.;0.8
Europa wschodnia potrzebuje tak dużego hubu lotniczego, a my mamy okazję na tym mocno skorzystać. Wystarczy to wykorzystać.;0.9
Bez CPK będziemy skazani na Frankfurt, Amsterdam, Berlin i inne zagraniczne lotniska – lepiej mieć własny hub.;0.9
Polska powinna myśleć przyszłościowo – CPK sprawi, że nie zostaniemy w tyle za resztą Europy.;0.9
Jeśli CPK zostanie dobrze zaplanowane, to może być jednym z najlepszych projektów infrastrukturalnych w Polsce.;0.9
Najlepszym argumentem za budową tego lotniska jest fakt że nie podoba się to Niemcom - wiedzą że będziemy ich poważnym konkurentem;0.9
Projekt CPK zakłada modernizację istniejącej infrastruktury transportowej, w tym linii kolejowych, co przyniesie korzyści dla całego kraju.;0.9
Ogromny hub lotniczy z rozwiniętą infrastrukturą wzmocni naszą pozycję na arenie międzynarodowej i w handlu.;0.9
CPK to projekt długoterminowy, który ma służyć przyszłym pokoleniom i wzmacniać pozycję Polski w Europie.;0.9
Nieważne ile będzie trwała ta inwestycja i ile pochłonie pieniędzy. Polska potrzebuje takich projektów i musimy mieć swoje ważne obiekty strategiczne.;0.9
CPK ma szansę konkurować z innymi dużymi hubami w Europie, przyciągając ruch tranzytowy.;0.9
Chciałbym aby Polska poważnie podeszła do tego projektu i go zrealizowała.;0.9
CPK to ogromna szansa dla Polski – możemy stać się lotniczym hubem Europy Środkowo-Wschodniej.;1
Największe kraje mają duże centralne lotniska, a my nadal latamy z przestarzałego Okęcia – pora to zmienić.;1
Państwo naszej skali i naszej wagi powinno posiadać obiekt tego typu. Inne kraje budują takie strategiczne miejsca.;1
CPK to jest niesamowita szansa aby Polska stała się ważnym graczem w tym rejonie Europy w transporcie i logistyce.;1
Polska ma ogromny potencjał, mamy finanse, specjalistów, lokalizację. Czemu nie umiemy tego wykorzystać?;1
Nowoczesna infrastruktura to podstawa rozwoju, a CPK zapewni szybkie połączenia krajowe i międzynarodowe.;1
Sądzę że i tak jesteśmy spóźnieni o wiele lat z projektem takiego portu lotniczego. A my wciąż debatujemy nad tym czy warto czy nie. Idiotyzm.;1
CPK to impuls dla gospodarki, stworzy tysiące miejsc pracy w budownictwie, logistyce i transporcie.;1
Projekt CPK stworzy wiele miejsc pracy, rozrusza gospodarkę w rejonie, doda nam prestiżu, rozwinie system kolei.;1
Polsce bardzo potrzebna jest taka inwestycja.;1
